DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
140613773,6/17/2014 0:00,6/16/2014 0:00,1730,6,Hollywood,637,1,480,BIKE - STOLEN,344,23,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,FRANKLIN                     AV,ARGYLE                       AV,34.1053,-118.3252
141015474,9/26/2014 0:00,9/22/2014 0:00,2255,10,West Valley,1079,1,480,BIKE - STOLEN,0344 1202 1414 1420,68,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,15400    VENTURA                      BL,,34.1543,-118.4691
141515110,8/4/2014 0:00,8/4/2014 0:00,1530,15,N Hollywood,1519,1,480,BIKE - STOLEN,1602 0344 2004 1420,56,M,H,108,PARKING LOT,,,IC,Invest Cont,480,,,,10900    VICTORY                      BL,,34.1867,-118.3681
141104953,1/23/2014 0:00,1/22/2014 0:00,1900,11,Northeast,1189,1,480,BIKE - STOLEN,344,43,M,H,101,STREET,,,IC,Invest Cont,480,,,,2600 N  FIGUEROA                     ST,,34.0839,-118.2224
142108358,4/9/2014 0:00,4/9/2014 0:00,1300,21,Topanga,2158,1,480,BIKE - STOLEN,344,48,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,480,,,,6300    CANOGA                       AV,,34.1829,-118.5975
150108844,3/16/2015 0:00,3/16/2015 0:00,1620,1,Central,143,1,480,BIKE - STOLEN,0344 1602,26,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,400 S  BROADWAY,,34.0495,-118.2494
150621897,10/11/2015 0:00,10/11/2015 0:00,1800,6,Hollywood,647,1,480,BIKE - STOLEN,344,31,F,H,101,STREET,,,IC,Invest Cont,480,,,,1600 N  EL CENTRO                    AV,,34.0998,-118.3237
150216409,8/18/2015 0:00,8/14/2015 0:00,2300,2,Rampart,204,1,480,BIKE - STOLEN,344,42,F,H,515,APARTMENT/CONDO COMMON LAUNDRY ROOM,,,IC,Invest Cont,480,,,,600    IMOGEN                       AV,,34.0806,-118.2843
150211225,5/13/2015 0:00,5/11/2015 0:00,2000,2,Rampart,269,1,480,BIKE - STOLEN,0344 1236,47,M,H,104,DRIVEWAY,,,IC,Invest Cont,480,,,,1200 W  8TH                          ST,,34.0496,-118.2677
152112429,7/5/2015 0:00,7/4/2015 0:00,1145,21,Topanga,2156,1,480,BIKE - STOLEN,344,62,M,W,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,480,,,,6600    TOPANGA CANYON               BL,,34.1905,-118.6059
150413721,8/25/2015 0:00,8/24/2015 0:00,1900,4,Hollenbeck,478,1,480,BIKE - STOLEN,0344 1251 1259,13,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,3300    SABINA                       ST,,34.0302,-118.2006
151419893,7/22/2015 0:00,7/11/2015 0:00,800,14,Pacific,1466,1,480,BIKE - STOLEN,344,37,M,B,108,PARKING LOT,,,IC,Invest Cont,480,,,,7400    ARIZONA                      AV,,33.974,-118.3961
150704923,1/23/2015 0:00,1/22/2015 0:00,1045,7,Wilshire,743,1,480,BIKE - STOLEN,344,25,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,5700    WILSHIRE                     BL,,34.0624,-118.3525
151318168,9/16/2015 0:00,9/16/2015 0:00,830,13,Newton,1341,1,480,BIKE - STOLEN,344,20,M,A,102,SIDEWALK,,,IC,Invest Cont,480,,,,3400 S  GRAND                        AV,,34.0202,-118.2761
151114910,8/8/2015 0:00,7/31/2015 0:00,2100,11,Northeast,1152,1,480,BIKE - STOLEN,344,29,M,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,480,,,,1500 N  COMMONWEALTH                 AV,,34.0982,-118.2852
150324774,11/17/2015 0:00,11/13/2015 0:00,2230,3,Southwest,328,1,480,BIKE - STOLEN,0344 1251,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,3000    SHRINE                       PL,,34.0258,-118.2796
152009717,4/28/2015 0:00,4/28/2015 0:00,1745,20,Olympic,2033,1,480,BIKE - STOLEN,344,24,M,H,108,PARKING LOT,,,IC,Invest Cont,480,,,,600 S  OXFORD                       AV,,34.0607,-118.3078
150123505,10/21/2015 0:00,10/21/2015 0:00,1550,1,Central,164,1,480,BIKE - STOLEN,2004 0344,33,M,H,503,HOTEL,,,IC,Invest Cont,480,,,,600 S  MAIN                         ST,,34.0453,-118.2499
151011652,7/6/2015 0:00,7/5/2015 0:00,1200,10,West Valley,1035,1,480,BIKE - STOLEN,344,25,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,18300    KITTRIDGE                    ST,,34.1903,-118.5317
151317136,8/25/2015 0:00,3/7/2015 0:00,900,13,Newton,1321,1,480,BIKE - STOLEN,1251 0344,20,M,I,101,STREET,,,IC,Invest Cont,480,,,,300 W  ADAMS                        BL,,34.0289,-118.2686
150107268,2/21/2015 0:00,2/21/2015 0:00,930,1,Central,152,1,480,BIKE - STOLEN,0344 1602,41,M,B,102,SIDEWALK,,,IC,Invest Cont,480,,,,500 S  FLOWER                       ST,,34.0516,-118.2561
151409153,3/8/2015 0:00,3/1/2015 0:00,1500,14,Pacific,1428,1,480,BIKE - STOLEN,344,32,F,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,10700    ROSE                         AV,,34.0269,-118.4133
140113828,6/4/2014 0:00,6/4/2014 0:00,2220,1,Central,101,1,480,BIKE - STOLEN,344,39,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,480,,,,1300 W  SUNSET                       BL,,34.072,-118.2508
141115814,8/29/2014 0:00,8/26/2014 0:00,1800,11,Northeast,1132,1,480,BIKE - STOLEN,344,29,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,3100    RIVERSIDE                    DR,,34.1128,-118.2679
140212120,6/6/2014 0:00,6/6/2014 0:00,355,2,Rampart,281,1,480,BIKE - STOLEN,344,24,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,480,,,,1200 S  LAKE                         ST,,34.0493,-118.2828
150704404,1/10/2015 0:00,12/25/2014 0:00,2200,7,Wilshire,723,1,480,BIKE - STOLEN,344,28,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,100 S  SWEETZER                     AV,,34.0744,-118.37
140126308,11/28/2014 0:00,11/26/2014 0:00,900,1,Central,111,1,480,BIKE - STOLEN,0344 1602,46,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,600 N  GRAND                        AV,,34.0606,-118.2439
141120517,12/3/2014 0:00,11/26/2014 0:00,1300,11,Northeast,1143,1,480,BIKE - STOLEN,344,35,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,3900    FRANKLIN                     AV,,34.1042,-118.2768
140127597,12/20/2014 0:00,12/19/2014 0:00,2015,1,Central,162,1,480,BIKE - STOLEN,344,22,M,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,700 S  OLIVE                        ST,,34.0467,-118.2556
140119524,8/21/2014 0:00,8/3/2014 0:00,730,1,Central,166,1,480,BIKE - STOLEN,0344 1202,63,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,400 E  7TH                          ST,,34.0419,-118.2485
142006140,2/17/2014 0:00,2/17/2014 0:00,2035,20,Olympic,2019,1,480,BIKE - STOLEN,0344 1606,53,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,VERMONT                      AV,2ND                          ST,34.0704,-118.2917
140810622,6/28/2014 0:00,6/27/2014 0:00,1500,8,West LA,884,1,480,BIKE - STOLEN,344,14,F,W,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,480,,,,10800 W  PICO                         BL,,34.0406,-118.4275
140125355,11/13/2014 0:00,11/13/2014 0:00,400,1,Central,147,1,480,BIKE - STOLEN,0344 1218,29,M,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,4TH,SAN PEDRO                    ST,34.0458,-118.243
140219826,10/27/2014 0:00,10/26/2014 0:00,1,2,Rampart,205,1,480,BIKE - STOLEN,344,25,M,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,600 N  BENTON                       WY,,34.076,-118.2737
140712465,8/9/2014 0:00,8/5/2014 0:00,1700,7,Wilshire,745,1,480,BIKE - STOLEN,344,43,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,5500    WILSHIRE                     BL,,34.0623,-118.3483
140413992,9/10/2014 0:00,9/10/2014 0:00,1630,4,Hollenbeck,463,1,480,BIKE - STOLEN,0344 1251 1258,13,M,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,1ST                          ST,SOTO,34.0437,-118.2098
140708397,4/28/2014 0:00,4/27/2014 0:00,1845,7,Wilshire,735,1,480,BIKE - STOLEN,1602 0344,29,M,O,102,SIDEWALK,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,480,,,,WILSHIRE                     BL,HAUSER                       BL,34.0624,-118.3514
142006401,2/23/2014 0:00,2/22/2014 0:00,1900,20,Olympic,2002,1,480,BIKE - STOLEN,0344 1606,24,M,K,104,DRIVEWAY,,,IC,Invest Cont,480,,,,4900    MAPLEWOOD                    AV,,34.0803,-118.3091
140318449,8/26/2014 0:00,8/12/2014 0:00,800,3,Southwest,395,1,480,BIKE - STOLEN,344,58,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,1700 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.3089
140115604,6/30/2014 0:00,6/30/2014 0:00,930,1,Central,174,1,480,BIKE - STOLEN,344,34,F,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,800 S  MAIN                         ST,,34.0428,-118.2532
141605907,2/24/2014 0:00,2/24/2014 0:00,1400,16,Foothill,1602,1,480,BIKE - STOLEN,0344 0358,55,F,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,12800    FILMORE                      ST,,34.2791,-118.4115
142019777,11/20/2014 0:00,11/20/2014 0:00,1820,20,Olympic,2031,1,480,BIKE - STOLEN,0344 0202,41,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,700 S  SAINT ANDREWS                PL,,34.0597,-118.3112
142004376,1/10/2014 0:00,1/8/2014 0:00,900,20,Olympic,2026,1,480,BIKE - STOLEN,1251 0344,28,M,O,108,PARKING LOT,,,IC,Invest Cont,480,,,,400 S  BERENDO                      ST,,34.0674,-118.2941
141106161,2/18/2014 0:00,2/17/2014 0:00,2345,11,Northeast,1107,1,480,BIKE - STOLEN,344,46,M,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,480,,,,5600    FALLSTON                     ST,,34.1238,-118.1964
140104905,1/14/2014 0:00,1/14/2014 0:00,1900,1,Central,164,1,480,BIKE - STOLEN,0344 1606,59,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,600 S  MAIN                         ST,,34.0453,-118.2499
140716272,11/13/2014 0:00,11/13/2014 0:00,930,7,Wilshire,701,1,480,BIKE - STOLEN,344,31,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,900 N  ALFRED                       ST,,34.087,-118.3753
140127910,12/27/2014 0:00,12/26/2014 0:00,1945,1,Central,152,1,480,BIKE - STOLEN,0344 1602,54,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,500 W  6TH                          ST,,34.0481,-118.2542
141121256,12/19/2014 0:00,12/15/2014 0:00,1930,11,Northeast,1141,1,480,BIKE - STOLEN,344,30,M,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,1700 N  EDGEMONT                     ST,,34.1018,-118.2962
140418479,12/30/2014 0:00,12/29/2014 0:00,1715,4,Hollenbeck,457,1,480,BIKE - STOLEN,0344 0345,23,M,H,101,STREET,,,IC,Invest Cont,480,,,,CESAR E CHAVEZ               AV,MOTT,34.0452,-118.2041
140118070,8/2/2014 0:00,8/2/2014 0:00,1310,1,Central,152,1,480,BIKE - STOLEN,344,29,M,O,102,SIDEWALK,,,IC,Invest Cont,480,,,,6TH,HOPE,34.0495,-118.2563
140610771,4/30/2014 0:00,4/29/2014 0:00,2100,6,Hollywood,647,1,480,BIKE - STOLEN,344,40,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,1500    LABAIG                       AV,,34.098,-118.3206
140417072,11/20/2014 0:00,11/20/2014 0:00,1415,4,Hollenbeck,453,1,480,BIKE - STOLEN,1251 1259 0344 0345,17,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,480,,,,1800 E  1ST                          ST,,34.0469,-118.218
140309975,4/15/2014 0:00,4/14/2014 0:00,1750,3,Southwest,303,1,480,BIKE - STOLEN,1251 0344,27,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,480,,,,5100 W  ADAMS                        BL,,34.0325,-118.3523
140709858,6/3/2014 0:00,6/2/2014 0:00,1130,7,Wilshire,735,1,480,BIKE - STOLEN,344,37,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,600 S  COCHRAN                      AV,,34.0649,-118.3472
141111001,5/28/2014 0:00,5/17/2014 0:00,1930,11,Northeast,1149,1,480,BIKE - STOLEN,344,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,100 N  AVENUE 52,,34.1063,-118.1995
140715404,10/23/2014 0:00,10/22/2014 0:00,1015,7,Wilshire,721,1,480,BIKE - STOLEN,344,54,F,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,8700    BEVERLY                      BL,,34.0763,-118.3778
140126133,11/24/2014 0:00,11/17/2014 0:00,700,1,Central,101,1,480,BIKE - STOLEN,0344 1602 1210,51,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,900 W  COLLEGE                      ST,,34.0666,-118.245
141704619,1/15/2014 0:00,1/13/2014 0:00,2200,17,Devonshire,1752,1,480,BIKE - STOLEN,344,43,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,9900    LURLINE                      AV,,34.25,-118.5842
141115703,8/27/2014 0:00,8/26/2014 0:00,700,11,Northeast,1177,1,480,BIKE - STOLEN,344,42,M,H,108,PARKING LOT,,,IC,Invest Cont,480,,,,2000 N  FIGUEROA                     ST,,34.0814,-118.2257
140206690,2/21/2014 0:00,2/18/2014 0:00,2000,2,Rampart,218,1,480,BIKE - STOLEN,344,26,M,H,140,BALCONY*,,,IC,Invest Cont,480,,,,700    ECHO PARK                    AV,,34.0713,-118.2597
140124834,11/5/2014 0:00,11/5/2014 0:00,1600,1,Central,166,1,480,BIKE - STOLEN,0344 1202,63,M,B,102,SIDEWALK,,,IC,Invest Cont,480,,,,400 E  7TH                          ST,,34.0419,-118.2485
140127226,12/13/2014 0:00,12/13/2014 0:00,1030,1,Central,138,1,480,BIKE - STOLEN,344,23,F,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,2ND                          ST,CENTRAL                      ST,34.0472,-118.2385
140622357,11/11/2014 0:00,11/11/2014 0:00,200,6,Hollywood,639,1,480,BIKE - STOLEN,344,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,1800 N  HARVARD                      BL,,34.1039,-118.305
141119986,11/20/2014 0:00,11/20/2014 0:00,1310,11,Northeast,1162,1,480,BIKE - STOLEN,344,61,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,4600    HOLLYWOOD                    BL,,34.0995,-118.2892
141207571,2/28/2014 0:00,2/27/2014 0:00,2100,12,77th Street,1255,1,480,BIKE - STOLEN,0344 1402,40,M,B,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,7800 S  NORMANDIE                    AV,,33.9692,-118.3003
141205728,1/28/2014 0:00,1/28/2014 0:00,1345,12,77th Street,1213,1,480,BIKE - STOLEN,0344 1822 0202,68,M,B,406,OTHER STORE,,,IC,Invest Cont,480,,,,SLAUSON,WESTERN,33.9892,-118.3089
141521214,11/28/2014 0:00,10/27/2014 0:00,1500,15,N Hollywood,1586,1,480,BIKE - STOLEN,0344 1202,64,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,4000    LANKERSHIM                   BL,,34.1416,-118.361
142017360,10/4/2014 0:00,10/4/2014 0:00,1900,20,Olympic,2038,1,480,BIKE - STOLEN,344,25,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,3100    WILSHIRE                     BL,,34.0618,-118.2891
140218805,10/7/2014 0:00,10/7/2014 0:00,1445,2,Rampart,218,1,480,BIKE - STOLEN,344,28,M,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,SUNSET                       BL,ECHO PARK                    BL,34.0768,-118.2573
140108440,3/8/2014 0:00,3/7/2014 0:00,1530,1,Central,139,1,480,BIKE - STOLEN,344,27,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,480,,,,200 S  SANTA FE                     AV,,34.0472,-118.2326
140117946,8/1/2014 0:00,8/1/2014 0:00,1540,1,Central,153,1,480,BIKE - STOLEN,0344 1606,26,M,B,102,SIDEWALK,,,IC,Invest Cont,480,,,,500 S  BROADWAY,,34.0481,-118.2507
140108330,3/6/2014 0:00,3/6/2014 0:00,1300,1,Central,192,1,480,BIKE - STOLEN,1605 0344,40,M,W,101,STREET,,,IC,Invest Cont,480,,,,GRAND,WASHINGTON                   BL,34.0327,-118.2683
141610124,6/18/2014 0:00,6/18/2014 0:00,1650,16,Foothill,1602,1,480,BIKE - STOLEN,344,31,M,H,108,PARKING LOT,,,IC,Invest Cont,480,,,,GLENOAKS                     BL,VAN NUYS                     BL,34.2761,-118.4142
140107584,2/21/2014 0:00,2/13/2014 0:00,1800,1,Central,171,1,480,BIKE - STOLEN,1602 0344,40,M,B,710,OTHER PREMISE,,,IC,Invest Cont,480,,,,800 W  OLYMPIC                      BL,,34.045,-118.264
140118484,8/8/2014 0:00,8/6/2014 0:00,1900,1,Central,176,1,480,BIKE - STOLEN,344,23,M,W,146,PATIO*,,,IC,Invest Cont,480,,,,700 S  LOS ANGELES                  ST,,34.0433,-118.2504
140300637,3/17/2014 0:00,3/17/2014 0:00,1310,3,Southwest,358,1,480,BIKE - STOLEN,0344 1402,0,M,X,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,AO,Adult Other,480,998,,,600 W  34TH                         ST,,34.0212,-118.2805
140416455,11/5/2014 0:00,11/5/2014 0:00,1200,4,Hollenbeck,463,1,480,BIKE - STOLEN,344,49,F,H,101,STREET,,,IC,Invest Cont,480,,,,1900 E  2ND                          ST,,34.0457,-118.218
140412690,8/8/2014 0:00,8/7/2014 0:00,2230,4,Hollenbeck,499,1,480,BIKE - STOLEN,0344 0321,27,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,1100    MIRASOL                      ST,,34.0215,-118.1975
142019009,11/5/2014 0:00,11/2/2014 0:00,1200,20,Olympic,2019,1,480,BIKE - STOLEN,0344 1251,25,M,A,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,3300 W  2ND                          ST,,34.0704,-118.2868
140517551,11/18/2014 0:00,11/10/2014 0:00,1640,5,Harbor,587,1,480,BIKE - STOLEN,344,54,F,W,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,480,,,,700 W  33RD                         ST,,33.7143,-118.2916
140310248,4/20/2014 0:00,4/19/2014 0:00,1745,3,Southwest,363,1,480,BIKE - STOLEN,344,49,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,480,,,,4100    CRENSHAW                     BL,,34.0102,-118.3351
140410534,6/19/2014 0:00,6/19/2014 0:00,835,4,Hollenbeck,477,1,480,BIKE - STOLEN,1251 1259 0344,14,M,H,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,480,,,,2500 E  6TH                          ST,,34.037,-118.2127
141709617,5/9/2014 0:00,5/9/2014 0:00,1945,17,Devonshire,1762,1,480,BIKE - STOLEN,0344 1822 1202 1602,75,F,W,104,DRIVEWAY,,,IC,Invest Cont,480,,,,21000    PLUMMER                      ST,,34.2427,-118.5907
142014364,8/4/2014 0:00,8/4/2014 0:00,5,20,Olympic,2002,1,480,BIKE - STOLEN,344,27,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,5000    CLINTON                      ST,,34.0817,-118.3112
141318235,9/16/2014 0:00,9/11/2014 0:00,1500,13,Newton,1341,1,480,BIKE - STOLEN,1251 0344,30,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,3400 S  HOPE                         ST,,34.0209,-118.2775
140212074,6/5/2014 0:00,5/21/2014 0:00,5,2,Rampart,245,1,480,BIKE - STOLEN,344,71,F,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,480,,,,WILSHIRE                     BL,ALVARADO,34.0597,-118.2795
140413586,8/31/2014 0:00,8/30/2014 0:00,2000,4,Hollenbeck,455,1,480,BIKE - STOLEN,1251 0344,17,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,500    BRITTANIA                    ST,,34.0493,-118.2133
142016956,9/27/2014 0:00,9/27/2014 0:00,1340,20,Olympic,2033,1,480,BIKE - STOLEN,0344 0346 0104,37,M,H,402,MARKET,,,IC,Invest Cont,480,,,,700 S  SERRANO                      AV,,34.0597,-118.3066
141513225,6/27/2014 0:00,5/27/2014 0:00,1200,15,N Hollywood,1535,1,480,BIKE - STOLEN,344,31,F,W,401,MINI-MART,,,IC,Invest Cont,480,,,,11400    HATTERAS                     ST,,34.1758,-118.379
140612252,5/23/2014 0:00,5/14/2014 0:00,1200,6,Hollywood,638,1,480,BIKE - STOLEN,344,67,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,1800 N  VAN NESS                     AV,,34.1038,-118.3158
140707701,4/10/2014 0:00,4/10/2014 0:00,700,7,Wilshire,777,1,480,BIKE - STOLEN,0344 1402 1202,61,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,998,,,1800    VIRGINIA                     RD,,34.0416,-118.3341
140714296,9/25/2014 0:00,9/25/2014 0:00,1715,7,Wilshire,726,1,480,BIKE - STOLEN,344,21,M,W,101,STREET,,,IC,Invest Cont,480,,,,1ST                          ST,LA BREA                      AV,34.0736,-118.344
141016309,10/17/2014 0:00,10/9/2014 0:00,1900,10,West Valley,1004,1,480,BIKE - STOLEN,344,30,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,7900    RESEDA                       BL,,34.2139,-118.5361
140410991,6/29/2014 0:00,6/29/2014 0:00,2000,4,Hollenbeck,471,1,480,BIKE - STOLEN,344,36,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,500 S  CLARENCE                     ST,,34.0409,-118.2234
140707722,4/11/2014 0:00,4/4/2014 0:00,1700,7,Wilshire,724,1,480,BIKE - STOLEN,344,28,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,6300 W  3RD                          ST,,34.0712,-118.359
140111467,4/28/2014 0:00,4/28/2014 0:00,930,1,Central,162,1,480,BIKE - STOLEN,0344 1602,20,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,480,,,,700 S  FIGUEROA                     ST,,34.0494,-118.2599
141116239,9/7/2014 0:00,8/30/2014 0:00,1900,11,Northeast,1142,1,480,BIKE - STOLEN,344,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,4500    AVOCADO                      ST,,34.1108,-118.2874
140116587,7/14/2014 0:00,7/14/2014 0:00,1400,1,Central,154,1,480,BIKE - STOLEN,344,48,M,H,108,PARKING LOT,,,AA,Adult Arrest,480,,,,500 S  MAIN                         ST,,34.0467,-118.2485
140321009,10/5/2014 0:00,10/4/2014 0:00,1500,3,Southwest,397,1,480,BIKE - STOLEN,344,29,M,H,402,MARKET,,,IC,Invest Cont,480,,,,VERNON,VERMONT,34.0037,-118.2915
140117058,7/20/2014 0:00,7/20/2014 0:00,2130,1,Central,158,1,480,BIKE - STOLEN,0344 1202,66,M,B,102,SIDEWALK,,,IC,Invest Cont,480,,,,6TH                          ST,CERES,34.0394,-118.2405
140109747,3/30/2014 0:00,3/29/2014 0:00,1800,1,Central,128,1,480,BIKE - STOLEN,0344 1420,31,F,A,102,SIDEWALK,,,IC,Invest Cont,480,,,,1ST,CENTRAL,34.0492,-118.2391
140105618,1/24/2014 0:00,1/23/2014 0:00,730,1,Central,142,1,480,BIKE - STOLEN,0344 0329 1602 1420,33,F,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,300 S  GRAND                        AV,,34.053,-118.2513
140218761,10/7/2014 0:00,10/5/2014 0:00,1315,2,Rampart,236,1,480,BIKE - STOLEN,344,29,M,H,202,LIQUOR STORE,,,IC,Invest Cont,480,,,,UNION                        AV,BEVERLY                      BL,34.0637,-118.2662
140214521,7/21/2014 0:00,7/18/2014 0:00,1700,2,Rampart,249,1,480,BIKE - STOLEN,344,36,M,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,600    SAINT PAUL                   AV,,34.0535,-118.2609
140120442,9/1/2014 0:00,9/1/2014 0:00,1500,1,Central,171,1,480,BIKE - STOLEN,344,51,M,B,102,SIDEWALK,,,IC,Invest Cont,480,,,,JAMES M WOOD,FIGUEROA,34.0468,-118.2641
140619588,9/22/2014 0:00,9/20/2014 0:00,1240,6,Hollywood,644,1,480,BIKE - STOLEN,344,48,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,1300 N  SIERRA BONITA                AV,,34.0944,-118.3539
140108194,3/4/2014 0:00,2/12/2014 0:00,1800,1,Central,152,1,480,BIKE - STOLEN,344,31,M,O,101,STREET,,,IC,Invest Cont,480,,,,600 W  5TH                          ST,,34.0502,-118.254
141712583,7/18/2014 0:00,7/10/2014 0:00,2100,17,Devonshire,1735,1,480,BIKE - STOLEN,344,62,M,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,17100    LUDLOW                       ST,,34.2709,-118.5048
140708445,4/29/2014 0:00,4/29/2014 0:00,20,7,Wilshire,706,1,480,BIKE - STOLEN,0344 1402,34,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,998,,,500 N  SYCAMORE                     AV,,34.0803,-118.3428
140124854,11/5/2014 0:00,11/5/2014 0:00,1815,1,Central,152,1,480,BIKE - STOLEN,344,32,M,W,738,LIBRARY,,,IC,Invest Cont,480,,,,600 W  5TH                          ST,,34.0502,-118.254
140605323,1/23/2014 0:00,1/18/2014 0:00,700,6,Hollywood,656,1,480,BIKE - STOLEN,344,37,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,6000    ELEANOR                      AV,,34.0899,-118.3223
141120749,12/8/2014 0:00,12/4/2014 0:00,1500,11,Northeast,1133,1,480,BIKE - STOLEN,344,29,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,3300    PERLITA                      AV,,34.1156,-118.2543
